Column1.1,Column1.2,Column1.3,Column1.4,Column1.5
Î³- and Î´-Lactams from Clausena lansium,(âˆ’)-Clausenamide,,,
Î³- and Î´-Lactams from Clausena lansium,(âˆ’)-Neoclausenamide,,,
Î³- and Î´-Lactams from Clausena lansium,6-O-Methyl-epi-cis-neoclausenamide,,,
Î³- and Î´-Lactams from Clausena lansium,6-O-Methyl-epi-neoclausenamide,,,
Î³- and Î´-Lactams from Clausena lansium,6-O-Methylneoclausenamide,,,
Î³- and Î´-Lactams from Clausena lansium,Anhydroclausenamide,,,
Î³- and Î´-Lactams from Clausena lansium,Lansamide-5,,,
Î³- and Î´-Lactams from Clausena lansium,Lansamide-6,,,
Î³- and Î´-Lactams from Clausena lansium,Lansamide-7,,,
Î³- and Î´-Lactams from Clausena lansium,Lansamide-8,,,
Î³- and Î´-Lactams from Clausena lansium,Lansamide-9,,,
11-Hydroxylation of Protoberberine from Sphingobium sp. Strain BD3100,11-Hydroxyberberine,,,
11-Hydroxylation of Protoberberine from Sphingobium sp. Strain BD3100,11-Hydroxydemethyleneberberine,,,
Abibalsamins,Abibalsamin C,,,
Abibalsamins,Abibalsamin D,,,
Abibalsamins,Abibalsamin E,,,
Abibalsamins,Abibalsamin F,,,
Abibalsamins,Abibalsamin G,,,
Abibalsamins,Abibalsamin H,,,
Abibalsamins,Abibalsamin I,,,
Abibalsamins,Abibalsamin J,,,
bacaryolanes,bacaryolane A,,,
bacaryolanes,bacaryolane B,,,
bacaryolanes,bacaryolane C,,,
berkchaetoazaphilones,berkchaetoazaphilone A,,,
berkchaetoazaphilones,berkchaetoazaphilone B,,,
berkchaetoazaphilones,berkchaetoazaphilone C,,,
berkchaetoazaphilones,berkchaetorubramine,,,
C20 Diterpenoid Alkaloids from Anopterus macleayanus,11Î±-benzoylanopterine,,,
C20 Diterpenoid Alkaloids from Anopterus macleayanus,4â€²-hydroxy-6Î±-acetoxyanopterine,,,
C20 Diterpenoid Alkaloids from Anopterus macleayanus,4â€²-hydroxyanopterine,,,
C20 Diterpenoid Alkaloids from Anopterus macleayanus,6Î±-acetoxyanopterine,,,
C20 Diterpenoid Alkaloids from Anopterus macleayanus,"7Î²,4â€²-dihydroxyanopterine",,,
C20 Diterpenoid Alkaloids from Anopterus macleayanus,7Î²-hydroxy-11Î±-benzoylanopterine,,,
C20 Diterpenoid Alkaloids from Anopterus macleayanus,7Î²-hydroxyanopterine,,,
C20 Diterpenoid Alkaloids from Anopterus macleayanus,anopterine,,,
Cassane-Type Diterpenoids from  Swartzia simplex,"(5S,10S)-11,15(R)-Dihydroxy,12-methoxyswartziarboreol G",,,
Cassane-Type Diterpenoids from  Swartzia simplex,"11,12-Dihydroxy-15,16-dihydroswartziarboreol C",,,
Cassane-Type Diterpenoids from  Swartzia simplex,"11,12-Dihydroxy-8,11,13,15-cassatetraen-17,16-olide named 11,12-Dihydroxyswartziarboreol C",,,
Cassane-Type Diterpenoids from  Swartzia simplex,"15,16-Dihydroswartziarboreol C",,,
Cassane-Type Diterpenoids from  Swartzia simplex,Simplexene A,,,
Cassane-Type Diterpenoids from  Swartzia simplex,Simplexene B,,,
Cassane-Type Diterpenoids from  Swartzia simplex,Simplexene C,,,
Cassane-Type Diterpenoids from  Swartzia simplex,Simplexene D,,,
Cassane-Type Diterpenoids from  Swartzia simplex,Simplexene E,,,
curcumin derivitives,Farcumin I,,,
curcumin derivitives,Farcumin II,,,
curcumin derivitives,Gercumin I,,,
curcumin derivitives,Gercumin II,,,
curcumin derivitives,Gercumin III,,,
curcumin derivitives,Gercumin IV,,,
curcumin derivitives,Precumin I,,,
curcumin derivitives,Precumin II,,,
curcumin derivitives,Precumin III,,,
curcumin derivitives,Precumin IV,,,
giffonins,giffonin J,,,
giffonins,giffonin K,,,
giffonins,giffonin L,,,
giffonins,giffonin M,,,
giffonins,giffonin N,,,
giffonins,giffonin O,,,
giffonins,giffonin P,,,
hyperuralones,attenuatumione B,,,
hyperuralones,hyperuralone C,,,
hyperuralones,hyperuralone D,,,
hyperuralones,hyperuralone E,,,
hyperuralones,hyperuralone F,,,
hyperuralones,hyperuralone G,,,
hyperuralones,hyperuralone H,,,
niizalactam C,niizalactam C,,,
Rhodomolleins and Rhodomosides,Rhodojaponin VI-3-glucoside,,,
Rhodomolleins and Rhodomosides,Rhodomollein XXIX,,,
Rhodomolleins and Rhodomosides,Rhodomollein XXVI,,,
Rhodomolleins and Rhodomosides,Rhodomollein XXVII,,,
Rhodomolleins and Rhodomosides,Rhodomollein XXVIII,,,
Rhodomolleins and Rhodomosides,Rhodomollein XXX,,,
Rhodomolleins and Rhodomosides,Rhodomoside C,,,
Rhodomolleins and Rhodomosides,Rhodomoside D,,,
Rhodomolleins and Rhodomosides,Rhodomoside E,,,
Rhodomolleins and Rhodomosides,Rhodomoside F,,,
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,"(2R,3R)-4'-O-geranyl-7-hydroxydihydroflavanol",
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,(S)-4'-O-geranyl-7-hydroxyflavanone,
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,12-dihydrousararotenoid A,
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,12-dihydrousararotenoid B,
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,12-dihydrousararotenoid C,
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,4'-O-geranylisoliquiritigenin,
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,4-O-geranylisoliquiritigenin,
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,"7-hydroxy-8,3',4'-trimethoxyisoflavone",
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,7-O-geranyl-5-hydroxyflavanone,
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,colenemol,
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,jamaicin,
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,maximaisoflavone H,
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,millettosin,
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,tephrosin,
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,usararotenoid A,
Rotenoids, Flavonoids, and Chalcones from Millettia usaramensis,usararotenoid C,
Stelliosphaerols,Stelliosphaerol A,,,
Stelliosphaerols,Stelliosphaerol B,,,
1,19-seco-Avermectin Analogues from a Î”aveCDE Mutant Streptomyces avermectinius Strain,3,,
1,19-seco-Avermectin Analogues from a Î”aveCDE Mutant Streptomyces avermectinius Strain,4,,
1,19-seco-Avermectin Analogues from a Î”aveCDE Mutant Streptomyces avermectinius Strain,5,,
3R,6R-dihydroxy-9,7(11)-dien-8-oxoeremophilane,"3R,6R-dihydroxy-9,7(11)-dien-8-oxoeremophilane",
Antioxidative Compounds from Garcinia buchananii,"(2R,3S,2â€³R,3â€³R)-Isomanniflavanone",,,
Antioxidative Compounds from Garcinia buchananii,"1,5-Dimethoxyajacareubin",,,
Antioxidative Compounds from Garcinia buchananii,4,,,
Antioxidative Compounds from Garcinia buchananii,5,,,
Antioxidative Compounds from Garcinia buchananii,6,,,
Antioxidative Compounds from Garcinia buchananii,7,,,
Antioxidative Compounds from Garcinia buchananii,8,,,
Antioxidative Compounds from Garcinia buchananii,9,,,
Antioxidative Compounds from Garcinia buchananii,Garcinisidone-G,,,
Hedycoropyrans and hedycorofurans,hedycorofuran A,,,
Hedycoropyrans and hedycorofurans,hedycorofuran B,,,
Hedycoropyrans and hedycorofurans,hedycorofuran C,,,
Hedycoropyrans and hedycorofurans,hedycorofuran D,,,
Hedycoropyrans and hedycorofurans,hedycoropyran A,,,
Hedycoropyrans and hedycorofurans,hedycoropyran B,,,
Hedycoropyrans and hedycorofurans,hedycoropyran C,,,
hupehenols,hupehenol A,,,
hupehenols,hupehenol B,,,
hupehenols,hupehenol C,,,
hupehenols,hupehenol D,,,
hupehenols,hupehenol E,,,
kaurines,kaurine A,,,
kaurines,kaurine B,,,
kaurines,kaurine C,,,
Labdane Diterpenoids from Physalis nicandroides,"(8R,13R,14S)-13,14-Dibromolabdane-8,15-diol",,,
Labdane Diterpenoids from Physalis nicandroides,10,,,
Labdane Diterpenoids from Physalis nicandroides,14-epi-Physanicantriol,,,
Labdane Diterpenoids from Physalis nicandroides,3,,,
Labdane Diterpenoids from Physalis nicandroides,4,,,
Labdane Diterpenoids from Physalis nicandroides,Physanicandiol and 14-epi-Physanicandiol mixture,,,
Labdane Diterpenoids from Physalis nicandroides,Physanicantriol,,,
liriosmasides,liriosmaside A (1) ,,,
liriosmasides,liriosmaside B (2),,,
Puupehenol and puupehenone,"mixture of puupehenol, puupehenone and 11-O-Methylpuupehenol dimer_1",,,
Puupehenol and puupehenone,"mixture of puupehenol, puupehenone and 11-O-Methylpuupehenol dimer_2",,,
Puupehenol and puupehenone,"mixture of puupehenol, puupehenone and 11-O-Methylpuupehenol dimer_3",,,
Puupehenol and puupehenone,"mixture of puupehenone, 11-O-Methylpuupehenol and 11-O-Methylpuupehenol dimer_1",,,
Puupehenol and puupehenone,"mixture of puupehenone, 11-O-Methylpuupehenol and 11-O-Methylpuupehenol dimer_2",,,
Puupehenol and puupehenone,Puupehenol,,,
Puupehenol and puupehenone,Puupehenone,,,
Sesterterpenes and a Nortriterpene Saponin from Clathria gombawuiensis,ansellone C in C6D6,,,
Sesterterpenes and a Nortriterpene Saponin from Clathria gombawuiensis,ansellone C in CD3OD,,,
Sesterterpenes and a Nortriterpene Saponin from Clathria gombawuiensis,gombaside A,,,
Sesterterpenes and a Nortriterpene Saponin from Clathria gombawuiensis,phorone B,,,
acredinones,acredinone A,,,
acredinones,acredinone B,,,
acredinones,hydrogenated acredinone A,,,
acredinones,preacredinone A,,,
Alkaloidal Metabolites from Aspergillus sp. Fungus,14-epi-isochaetominine C,,,
Alkaloidal Metabolites from Aspergillus sp. Fungus,fumiquinazoline S,,,
Alkaloidal Metabolites from Aspergillus sp. Fungus,isochaetominine A,,,
Alkaloidal Metabolites from Aspergillus sp. Fungus,isochaetominine B,,,
Alkaloidal Metabolites from Aspergillus sp. Fungus,isochaetominine C,,,
Bisbenzyltetrahydroisoquinoline Alkaloids from Thalictrum alpinum,Northalrugosidine,,,
Bisbenzyltetrahydroisoquinoline Alkaloids from Thalictrum alpinum,Thalidasine,,,
Bisbenzyltetrahydroisoquinoline Alkaloids from Thalictrum alpinum,Thalrugosidine,,,
buanmycin and buanquinone,buanmycin,,,
buanmycin and buanquinone,buanquinone,,,
carriebowlinol,carriebowlinol,,,
companeramides,companeramide A,,,
companeramides,companeramide B,,,
crambescins,crambescin A2 392,,,
crambescins,crambescin A2 406,,,
Dactylomelane Diterpenes from Aplysia depilans,1,,,
Enterocin,Enterocin,,,
Hypocoprin A,Hypocoprin A,,,
janolusimide B,janolusimide B,,,
kailuins,kailuin B depsipeptide alcohol I,,,
kailuins,kailuin core,,,
kailuins,kailuin D,,,
kailuins,kailuin G,,,
kailuins,kailuin H,,,
kailuins,kailuin lactam,,,
meleucanthin,meleucanthin,,,
meroterpenes from Verongula rigida,(+)-5-epi-20-O-Ethylsmenoquinone,,,
meroterpenes from Verongula rigida,(+)-5-epi-Nakijinol E,,,
meroterpenes from Verongula rigida,(âˆ’)-Dactylospongenone E,,,
meroterpenes from Verongula rigida,(âˆ’)-Nakijinol E,,,
meroterpenes from Verongula rigida,5-epi-dactylospongenones E and F,,,
meroterpenes from Verongula rigida,nakijinone A and 5-epi-nakijinone A mixture,,,
monanchosterols,3,,,
monanchosterols,Monanchosterol A,,,
monanchosterols,Monanchosterol B,,,
monanchosterols,Monanchosterol C,,,
Mooloolabenes,Mooloolabene F,,,
Mooloolabenes,Mooloolabene G,,,
Mooloolabenes,Mooloolabene H,,,
Mooloolabenes,Mooloolabene I,,,
Mooloolabenes,Mooloolabene J,,,
Mooloolabenes,Mooloolabene K,,,
Mooloolabenes,Mooloolabene L,,,
Mooloolabenes,Mooloolabene M,,,
Mooloolabenes,Mooloolabene N,,,
Mooloolabenes,Mooloolabene O,,,
Mooloolabenes,Spongian diterpene 11,,,
Mooloolabenes,Spongian diterpene 12,,,
Mooloolabenes,Spongian diterpene 13,,,
Mooloolabenes,Spongian diterpene 14,,,
Mooloolabenes,Spongian diterpene 15,,,
Mooloolabenes,Spongian diterpene 16,,,
Mooloolabenes,Spongian diterpene 17,,,
Mooloolabenes,Spongian diterpene 18,,,
natural ribifolin,natural ribifolin,,,
Neolignans and Other Metabolites from Ocotea cymosa,"(7R,8S,1â€²S,3â€²S)-Î”8â€²-3,4,5-Trimethoxy-3â€²,4â€²-methylenedioxy-1â€²,2â€²,3â€²,6â€²-tetrahydro-6â€²-oxo-7.1â€²-8.3â€²-neolignan",,,
Neolignans and Other Metabolites from Ocotea cymosa,cymosalignan A,,,
Neolignans and Other Metabolites from Ocotea cymosa,cymosalignan B,,,
Neolignans and Other Metabolites from Ocotea cymosa,cymosalignan C,,,
Neolignans and Other Metabolites from Ocotea cymosa,Didymochlaenone C,,,
Neopetrocyclamine A,Neopetrocyclamine A,,,
Scutolides,(14R)-14Î²-Hydroxyscutolide K,,,
Scutolides,Scutolide A,,,
Scutolides,Scutolide B,,,
Scutolides,Scutolide C,,,
Scutolides,Scutolide D,,,
Scutolides,Scutolide E,,,
Scutolides,Scutolide F,,,
Scutolides,Scutolide G,,,
Scutolides,Scutolide H,,,
Scutolides,Scutolide I,,,
Scutolides,Scutolide J,,,
Scutolides,Scutolide K,,,
Scutolides,Scutolide L,,,
thiasporines,methylated thiasporine A,,,
thiasporines,thiasporine A,,,
thiasporines,thiasporine B,,,
thiasporines,thiasporine C,,,
Bacillusin A,Bacillusin A,,,
C-Geranylated Flavanones from Paulownia tomentosa,"3Â´,4Â´,5Â´-trimethoxyflavanone",,,
C-Geranylated Flavanones from Paulownia tomentosa,"3Â´,4Â´-O-dimethyl-5Â´-hydroxydiplacone",,,
C-Geranylated Flavanones from Paulownia tomentosa,mimulone F,,,
C-Geranylated Flavanones from Paulownia tomentosa,mimulone G,,,
C-Geranylated Flavanones from Paulownia tomentosa,mimulone H,,,
C-Geranylated Flavanones from Paulownia tomentosa,paulownione A,,,
C-Geranylated Flavanones from Paulownia tomentosa,paulownione B,,,
C-Geranylated Flavanones from Paulownia tomentosa,tomentodiplacol B,,,
C-Geranylated Flavanones from Paulownia tomentosa,tomentodiplacone J,,,
C-Geranylated Flavanones from Paulownia tomentosa,tomentodiplacone K,,,
C-Geranylated Flavanones from Paulownia tomentosa,tomentodiplacone L,,,
C-Geranylated Flavanones from Paulownia tomentosa,tomentone,,,
Curcumenol derivitives from Mucor polymorphosporus,"1-hydroxy-4Î±H-guai-1,6,9-triene-2,8-dione",,,
Curcumenol derivitives from Mucor polymorphosporus,"10Î²-hydroxy-9,10-dihydrocurcumenol",,,
Curcumenol derivitives from Mucor polymorphosporus,15-hydroxycurcumenol,,,
Curcumenol derivitives from Mucor polymorphosporus,2Î²-hydroxycurcumenol,,,
Curcumenol derivitives from Mucor polymorphosporus,"5-hydroxycarbonyl-1-oxo-3,7-dimethylindane",,,
cystargolides,cystargolide A,,,
cystargolides,cystargolide B,,,
deconins,"(8R,10R)-10-hydroxy-11-oxo cuparenic acid",,,
deconins,deconin A,,,
deconins,deconin B,,,
deconins,deconin C,,,
deconins,deconin D,,,
deconins,deconin E,,,
deconins,ent-cuparenic acid,,,
Dihydro-Î²-agarofuran Sesquiterpenes from Celastrus vulcanicola,1,,,
dysomollides,dysomollide A,,,
dysomollides,dysomollide B,,,
dysomollides,dysomollide C,,,
dysomollides,dysomollide D,,,
dysomollides,dysomollide E,,,
dysomollides,dysomollide F,,,
dysomollides,dysomollide G,,,
dysomollides,dysomollin A,,,
Ethiopian podocarpus falcatus type C nagilactones, and totarane-type bisditerpenoid,16-hydroxynagilactone F,,
Ethiopian podocarpus falcatus type C nagilactones, and totarane-type bisditerpenoid,"2Î²,16-dihydroxynagilactone F",,
Ethiopian podocarpus falcatus type C nagilactones, and totarane-type bisditerpenoid,7Î²-hydroxymacrophyllic acid in DMSO,,
Ethiopian podocarpus falcatus type C nagilactones, and totarane-type bisditerpenoid,7Î²-hydroxymacrophyllic acid in Pyridine,,
flavonoids and a meroterpenoid from Psoralea corylifolia,12-Oxoisobakuchiol,,,
flavonoids and a meroterpenoid from Psoralea corylifolia,Bavachinone A,,,
flavonoids and a meroterpenoid from Psoralea corylifolia,Bavachinone B,,,
flavonoids and a meroterpenoid from Psoralea corylifolia,Bavacoumestan C,,,
flavonoids and a meroterpenoid from Psoralea corylifolia,Coryaurone A,,,
flavonoids and a meroterpenoid from Psoralea corylifolia,Hydroxypsoralenol A,,,
flavonoids and a meroterpenoid from Psoralea corylifolia,Hydroxypsoralenol B,,,
Gulypyrones  and Phomentrioloxin,gulypyrone A,,,
Gulypyrones  and Phomentrioloxin,gulypyrone B,,,
Gulypyrones  and Phomentrioloxin,phomentrioloxin B ,,,
hikiamides,hikiamide A,,,
hikiamides,hikiamide B,,,
hikiamides,hikiamide C,,,
hyphenrones,hyphenrone G,,,
hyphenrones,hyphenrone H,,,
hyphenrones,hyphenrone I,,,
hyphenrones,hyphenrone J,,,
hyphenrones,hyphenrone K,,,
hyphenrones,hyphenrone L,,,
hyphenrones,hyphenrone M,,,
hyphenrones,hyphenrone N,,,
hyphenrones,hyphenrone O,,,
hyphenrones,hyphenrone P,,,
hyphenrones,hyphenrone Q,,,
icacinlactones,icacinlactone A,,,
icacinlactones,icacinlactone B,,,
icacinlactones,icacinlactone C,,,
icacinlactones,icacinlactone D,,,
icacinlactones,icacinlactone E,,,
icacinlactones,icacinlactone F,,,
icacinlactones,icacinlactone G,,,
munronins,munronin A,,,
munronins,munronin B,,,
munronins,munronin C,,,
munronins,munronin D,,,
munronins,munronin E,,,
munronins,munronin F,,,
munronins,munronin G,,,
munronins,munronin H,,,
munronins,munronin I,,,
munronins,munronin J,,,
munronins,munronin L,,,
munronins,munronin M,,,
munronins,munronin N,,,
Oxasqualenoids from Laurencia viridis,"15,16-epoxythyrsiferol A",,,
Oxasqualenoids from Laurencia viridis,28-hydroxysaiyacenol A,,,
Oxasqualenoids from Laurencia viridis,28-hydroxysaiyacenol B,,,
Oxasqualenoids from Laurencia viridis,saiyacenol C,,,
Phenolic Bisabolanes from Penicillium aculeatum SD-321,(7S)-(âˆ’)-10-hydroxysydonic acid,,,
Phenolic Bisabolanes from Penicillium aculeatum SD-321,1-hydroxyboivinianin A,,,
Phenolic Bisabolanes from Penicillium aculeatum SD-321,peniciaculin A,,,
Phenolic Bisabolanes from Penicillium aculeatum SD-321,peniciaculin B,,,
Phenylpropanoid Dimers from Nectandra leucantha,1-(8-Propenyl)-3-[1â€²-(8â€²-propenyl)-3â€²-methoxyphenoxy]-4-hydroxy-5-methoxybenzene,,,
Phenylpropanoid Dimers from Nectandra leucantha,"1-(8-Propenyl)-3-[3â€²-methoxy-1â€²-(8-propenyl)phenoxy]-4,5-dimethoxybenzene",,,
Phenylpropanoid Dimers from Nectandra leucantha,1-[(7R)-Hydroxy-8-propenyl]-3-[3â€²-methoxy-1â€²-(8â€²-propenyl)phenoxy]-4-hydroxy-5-methoxybenzene,,,
Polyketide Heterodimers from Pyrenacantha kaurabassana,1,,,
Polyketide Heterodimers from Pyrenacantha kaurabassana,2,,,
pseudogymnoascins,pseudogymnoascin A,,,
pseudogymnoascins,pseudogymnoascin B,,,
pseudogymnoascins,pseudogymnoascin C,,,
rubrumazines,rubrumazine A,,,
rubrumazines,rubrumazine B,,,
rubrumazines,rubrumazine C,,,
Salternamides,salternamide A,,,
Salternamides,salternamide B,,,
Salternamides,salternamide C methyl ester,,,
Salternamides,salternamide C,,,
Salternamides,salternamide D,,,
Steroidal alkaloids from veratrum nigrum,"(1Î²,3Î²,5Î²)-1,3-dihydroxyjervanin-12(13)-en-11-one ",,,
Steroidal alkaloids from veratrum nigrum,veratramine-3-yl acetate,,,
striatoids,striatoid A,,,
striatoids,striatoid B,,,
striatoids,striatoid C,,,
striatoids,striatoid D,,,
striatoids,striatoid E,,,
striatoids,striatoid F,,,
Teuvisones,"2Î±,11,12-Trihydroxy-7Î²,20-epoxy-8,11,13-abietatriene",,,
Teuvisones,biteuvisone A,,,
Teuvisones,biteuvisones B,,,
Teuvisones,teuvislactone A,,,
Teuvisones,teuvislactone B,,,
Teuvisones,teuvislactone C,,,
Teuvisones,teuvisone,,,
Î±-Glucosidase Inhibitors from  Xylaria feejeensis symbiosis with Hintonia latiflora,"3S,4R-(+)-4-hydroxymellein",,,
Î±-Glucosidase Inhibitors from  Xylaria feejeensis symbiosis with Hintonia latiflora,"3S,4S-(+)-4-hydroxymellein",,,
Î±-Glucosidase Inhibitors from  Xylaria feejeensis symbiosis with Hintonia latiflora,pestalotin 4â€²-O-methyl-Î²-mannopyranoside,,,
8Î²-O-(2-methylbutyroyl)tirotundin(4)and 8Î²-O-(isovaleroyl)tirotundin,8Î²-O-(2-methylbutyroyl)tirotundin(4)and 8Î²-O-(isovaleroyl)tirotundin,,,
Anti-inflammatory Terpenoids from Dysoxylum gotadhora,"(3S,5R,8S,9S,10R,13S)-3-Hydroxyisopimara-15-en-7-one",,,
Anti-inflammatory Terpenoids from Dysoxylum gotadhora,"(5R,8S,9S,10R,13R,14S,17R,20R,23S,24S)-21,24-Epoxy-23,25-dihydroxycyclolanostan-3-one",,,
Anti-inflammatory Terpenoids from Dysoxylum gotadhora,"(5R,9R,10S,13R)-Isopimara-1,8(14),15-triene-3,7-dione",,,
Anti-inflammatory Terpenoids from Dysoxylum gotadhora,"(5S,9R,10S,12R,13R)-12-Hydroxyisopimara-8(14),15-dien-7-one",,,
Anti-inflammatory Terpenoids from Dysoxylum gotadhora,"(5Î±,8Î²,9Î²,10Î²,13Î²,14Î±,17Î±,20Î²)-21,25-Epoxy-23Î±,24Î²-dihydroxycyclolanostan-3-one",,,
Anti-inflammatory Terpenoids from Dysoxylum gotadhora,"(5Î±,8Î²,9Î²,10Î²,13Î²,14Î±,17Î±,20Î²)-21,25-Epoxycyclolanostan-3-one-23Î±,24Î²-acetonide",,,
Anti-inflammatory Terpenoids from Dysoxylum gotadhora,"(9R,10R,13R)-Isopimara-5,8(14),15-trien-7-one",,,
Anti-inflammatory Terpenoids from Dysoxylum gotadhora,(âˆ’)-Oryzalexin C,,,
Bracteatinins,Bracteatinin B2,,,
Bracteatinins,Bracteatinin D1,,,
Bracteatinins,Bracteatinin T1,,,
Bryostatins from the South China Sea Bugula neritina,9-O-methylbryostatins 16 and 17 mixture,,,
Bryostatins from the South China Sea Bugula neritina,9-O-methylbryostatins 4,,,
Bryostatins from the South China Sea Bugula neritina,bryostatin 21,,,
Guanidine and Pyrimidine Alkaloids from Monanchora arbuscula,19-hemibatzelladine J and 20-hemibatzelladine J mixture,,,
Guanidine and Pyrimidine Alkaloids from Monanchora arbuscula,arbusculidine A,,,
Guanidine and Pyrimidine Alkaloids from Monanchora arbuscula,batzellamide A N15,,,
Guanidine and Pyrimidine Alkaloids from Monanchora arbuscula,batzellamide A,,,
Guanidine and Pyrimidine Alkaloids from Monanchora arbuscula,hemibatzelladine J N15,,,
Guanidine and Pyrimidine Alkaloids from Monanchora arbuscula,hemibatzelladine J,,,
Guanidine and Pyrimidine Alkaloids from Monanchora arbuscula,monalidine A,,,
gypenosides,gypenoside GD1,,,
gypenosides,gypenoside GD2,,,
gypenosides,gypenoside GD3,,,
gypenosides,gypenoside GD4,,,
gypenosides,gypenoside GD5,,,
Hypermongones,Hypermongone A,,,
Hypermongones,Hypermongone B,,,
Hypermongones,Hypermongone C,,,
Hypermongones,Hypermongone D,,,
Hypermongones,Hypermongone E,,,
Hypermongones,Hypermongone F,,,
Hypermongones,Hypermongone G,,,
Hypermongones,Hypermongone H,,,
Hypermongones,hypermongone I-corrected,,,
Hypermongones,Hypermongone I,,,
Hypermongones,Hypermongone J,,,
Matteflavosides,Matteflavoside A,,,
Matteflavosides,Matteflavoside B,,,
Matteflavosides,Matteflavoside C,,,
Matteflavosides,Matteflavoside D,,,
Matteflavosides,Matteflavoside E,,,
Matteflavosides,Matteflavoside F,,,
Matteflavosides,Matteflavoside G,,,
Pentacyclic Lupane-Type Triterpenoids from Cassine xylocarpa and Maytenus cuzcoina,"11Î±,28-Dihydroxy-3-oxolup-20(29)-ene ",,,
Pentacyclic Lupane-Type Triterpenoids from Cassine xylocarpa and Maytenus cuzcoina,"1Î²,3Î±,28-Trihydroxylup-20(29)-ene",,,
Pentacyclic Lupane-Type Triterpenoids from Cassine xylocarpa and Maytenus cuzcoina,3-Oxolup-20(29)-en-30-oic acid,,,
Pentacyclic Lupane-Type Triterpenoids from Cassine xylocarpa and Maytenus cuzcoina,"3Î²,6Î²,20-Trihydroxylupane",,,
Pentacyclic Lupane-Type Triterpenoids from Cassine xylocarpa and Maytenus cuzcoina,"6Î²,30-Dihydroxylup-20(29)-en-3-one",,,
Pentacyclic Lupane-Type Triterpenoids from Cassine xylocarpa and Maytenus cuzcoina,6Î²-Hydroxy-3-oxolup-20(29)-en-30-al,,,
Plakortides from the Plakortis angulospiculatus,2,,,
Plakortides from the Plakortis angulospiculatus,"7,8-dihydroplakortide E",,,
schizines,epischizine A,,,
schizines,schizine A,,,
schizines,schizine B,,,
Tonantzitlolones,"12-Deoxyphorbol-13-[8â€²-oxohexadeca-2E,4E,6E-trienoate]",,,
Tonantzitlolones,12-O-Acetyl-4Î±-deoxyphorbol-13-(2â€³-methyl)butyrate,,,
Tonantzitlolones,"12Î²-O-[Nona-2Z,4E,6E-trienoyl]-4Î±-deoxyphorbol-13-butyrate",,,
Tonantzitlolones,Tonantzitloic acid,,,
Tonantzitlolones,Tonantzitlolone D,,,
Tonantzitlolones,Tonantzitlolone E,,,
Tonantzitlolones,Tonantzitlolone F,,,
Tonantzitlolones,Tonantzitlolone G,,,
Tonantzitlolones,Tonantzitlolone H,,,
Tonantzitlolones,Tonantzitlolone I,,,
2-acetoxytrilobolide,2-acetoxytrilobolide,,,
7,18,19-deacylcasearin J,"7,18,19-deacylcasearin J",
adametizines and adametacorenols,adametacorenol A,,,
adametizines and adametacorenols,adametacorenol B,,,
adametizines and adametacorenols,adametizine A,,,
adametizines and adametacorenols,adametizine B,,,
Aspergillus sp. derivd compounds in deuterium-enrichment conditions,brevianamide F,,,
Aspergillus sp. derivd compounds in deuterium-enrichment conditions,notoamide C,,,
Aspergillus sp. derivd compounds in deuterium-enrichment conditions,notoamide D,,,
Aspergillus sp. derivd compounds in deuterium-enrichment conditions,notoamide L,,,
Aspergillus sp. derivd compounds in deuterium-enrichment conditions,pigmentosin A,,,
Aspergillus sp. derivd compounds in deuterium-enrichment conditions,stephacidin A,,,
ciparasins,ciparasin A,,,
ciparasins,ciparasin B,,,
ciparasins,ciparasin C,,,
ciparasins,ciparasin D,,,
ciparasins,ciparasin E,,,
ciparasins,ciparasin F,,,
ciparasins,ciparasin G,,,
ciparasins,ciparasin H,,,
ciparasins,ciparasin I,,,
ciparasins,ciparasin J,,,
ciparasins,ciparasin K,,,
ciparasins,ciparasin L,,,
ciparasins,ciparasin M,,,
ciparasins,ciparasin N,,,
ciparasins,ciparasin O,,,
ciparasins,ciparasin P,,,
Diterpenoids from Hymenaea stigonocarpa,"(+)-(4R,5S,8R,9S)-18-Hydroxy-ent-halima-1(10),13-(E)-dien-15-oic acid",,,
Diterpenoids from Hymenaea stigonocarpa,"(+)-(5R,8R,9R,10S)-Labd-13-en-8Î²-ol-15-oic acid",,,
Diterpenoids from Hymenaea stigonocarpa,"(+)-(5S,9S,10S)-Labd-7,13-dien-15-oic acid",,,
ervatamines,ervatamine A,,,
ervatamines,ervatamine B,,,
